Suburb,Rooms,Type,Price,Method,Postcode,Propertycount,Distance,CouncilArea
Dandenong,3,h,541000,S,3175,10894,24.7,Greater Dandenong City Council
Dandenong,3,h,650000,VB,3175,10894,24.7,Greater Dandenong City Council
Dandenong,3,h,980000,SP,3175,10894,24.7,Greater Dandenong City Council
Dandenong North,3,u,600000,S,3175,8322,24.7,Greater Dandenong City Council
Dandenong North,4,h,760000,S,3175,8322,24.7,Greater Dandenong City Council
Dandenong North,2,u,315000,PI,3175,8322,24.7,Greater Dandenong City Council
Deepdene,4,h,,SP,3103,892,7.9,Boroondara City Council
Deer Park,3,h,,W,3023,6388,14.8,Brimbank City Council
Delahey,3,h,600000,S,3037,2898,18,Brimbank City Council
Diamond Creek,2,u,699000,S,3089,4258,21.8,Nillumbik Shire Council
Diamond Creek,2,h,598000,S,3089,4258,21.8,Nillumbik Shire Council
Dingley Village,2,u,678000,S,3172,3940,22.2,Kingston City Council
Dingley Village,2,u,646500,S,3172,3940,22.2,Kingston City Council
Dingley Village,3,h,,SN,3172,3940,22.2,Kingston City Council
Doncaster,2,u,3923000,S,3108,9028,12.4,Manningham City Council
Doncaster,5,h,,S,3108,9028,12.4,Manningham City Council
Doncaster,4,h,1550000,PI,3108,9028,12.4,Manningham City Council
Doncaster,4,h,1508000,SP,3108,9028,12.4,Manningham City Council
Doncaster,5,h,1600000,VB,3108,9028,12.4,Manningham City Council
Doncaster East,3,h,1065000,S,3109,10999,14.3,Manningham City Council
Doncaster East,3,h,1505000,S,3109,10999,14.3,Manningham City Council
Doncaster East,4,h,,SP,3109,10999,14.3,Manningham City Council
Donvale,3,h,1201000,PI,3111,4790,16.1,Manningham City Council
Donvale,5,h,3700000,S,3111,4790,16.1,Manningham City Council
Donvale,4,h,802000,SP,3111,4790,16.1,Manningham City Council
Donvale,4,h,1140000,VB,3111,4790,16.1,Manningham City Council
Donvale,4,h,1105000,SA,3111,4790,16.1,Manningham City Council
Doreen,3,h,510000,SP,3754,7254,25.9,Nillumbik Shire Council
Doreen,3,h,668500,S,3754,7254,25.9,Nillumbik Shire Council
Doreen,4,h,556000,S,3754,7254,25.9,Nillumbik Shire Council
Doveton,3,h,555000,SP,3177,3533,28.8,Casey City Council
Eaglemont,4,h,2175000,S,3084,1651,8.9,Banyule City Council
Eaglemont,3,h,1035000,S,3084,1651,8.9,Banyule City Council
Eaglemont,3,h,2201000,S,3084,1651,8.9,Banyule City Council
Eaglemont,5,h,,SN,3084,1651,8.9,Banyule City Council
Eaglemont,3,h,,SN,3084,1651,8.9,Banyule City Council
East Melbourne,2,u,,VB,3002,3040,1.3,Melbourne City Council
East Melbourne,2,u,1035000,S,3002,3040,1.3,Melbourne City Council
Edithvale,3,h,870000,SP,3196,2546,27,Kingston City Council
Elsternwick,2,u,525000,PI,3185,4898,7.2,Glen Eira City Council
Elsternwick,2,u,,PN,3185,4898,7.2,Glen Eira City Council
Elsternwick,3,h,1459000,VB,3185,4898,7.2,Glen Eira City Council
Eltham,4,h,,SP,3095,6990,18,Banyule City Council
Eltham,4,h,1520000,S,3095,6990,18,Banyule City Council
Eltham,2,u,628200,SP,3095,6990,18,Banyule City Council
Eltham North,5,h,,W,3095,2346,18,Banyule City Council
Elwood,2,u,652500,S,3184,8989,7.2,Port Phillip City Council
Elwood,1,u,291500,SP,3184,8989,7.2,Port Phillip City Council
Elwood,3,h,2445000,S,3184,8989,7.2,Port Phillip City Council
Elwood,2,u,721000,S,3184,8989,7.2,Port Phillip City Council
Elwood,4,h,2450000,VB,3184,8989,7.2,Port Phillip City Council
Elwood,2,h,1400000,SP,3184,8989,7.2,Port Phillip City Council
Elwood,2,u,,PI,3184,8989,7.2,Port Phillip City Council
Elwood,3,h,,SN,3184,8989,7.2,Port Phillip City Council
Endeavour Hills,4,h,,PN,3802,8443,28.5,Casey City Council
Endeavour Hills,3,h,634000,S,3802,8443,28.5,Casey City Council
Endeavour Hills,4,h,,PI,3802,8443,28.5,Casey City Council
Epping,4,h,740000,S,3076,10926,19.6,Whittlesea City Council
Epping,3,h,569500,S,3076,10926,19.6,Whittlesea City Council
Epping,4,h,567000,S,3076,10926,19.6,Whittlesea City Council
Epping,3,h,456000,S,3076,10926,19.6,Whittlesea City Council
Epping,3,h,652000,S,3076,10926,19.6,Whittlesea City Council
Epping,3,h,619000,S,3076,10926,19.6,Whittlesea City Council
Epping,4,h,585000,PI,3076,10926,19.6,Whittlesea City Council
Epping,4,h,700000,S,3076,10926,19.6,Whittlesea City Council
Epping,1,u,318000,S,3076,10926,19.6,Whittlesea City Council
Epping,3,h,552000,S,3076,10926,19.6,Whittlesea City Council
Epping,2,t,425000,S,3076,10926,19.6,Whittlesea City Council
Epping,3,h,,PI,3076,10926,19.6,Whittlesea City Council
Essendon,2,u,625000,S,3040,9264,7.5,Moonee Valley City Council
Essendon,2,u,700000,SP,3040,9264,7.5,Moonee Valley City Council
Essendon,4,h,2800000,PI,3040,9264,7.5,Moonee Valley City Council
Essendon,3,u,385000,VB,3040,9264,7.5,Moonee Valley City Council
Essendon,2,h,1077000,S,3040,9264,7.5,Moonee Valley City Council
Essendon,3,h,718000,S,3040,9264,7.5,Moonee Valley City Council
Essendon,2,u,706000,S,3040,9264,7.5,Moonee Valley City Council
Essendon,2,u,450000,SP,3040,9264,7.5,Moonee Valley City Council
Essendon West,3,h,1362500,S,3040,588,7.5,Moonee Valley City Council
Fawkner,3,h,,S,3060,5070,13.1,Hume City Council
Fawkner,3,h,730000,S,3060,5070,13.1,Hume City Council
Fawkner,3,h,880000,SP,3060,5070,13.1,Hume City Council
Fawkner,3,h,645000,VB,3060,5070,13.1,Hume City Council
Fawkner,3,h,602000,S,3060,5070,13.1,Hume City Council
Ferntree Gully,3,h,855000,S,3156,10788,24.8,Knox City Council
Ferntree Gully,3,h,,SP,3156,10788,24.8,Knox City Council
Ferntree Gully,4,h,880000,S,3156,10788,24.8,Knox City Council
Ferntree Gully,3,h,724000,S,3156,10788,24.8,Knox City Council
Ferntree Gully,4,h,735000,S,3156,10788,24.8,Knox City Council
Fitzroy,2,u,788000,S,3065,5825,2.1,Yarra City Council
Fitzroy,1,u,810000,S,3065,5825,2.1,Yarra City Council
Fitzroy North,3,h,2540000,S,3068,6244,3.6,Moreland City Council
Fitzroy North,3,h,1860000,S,3068,6244,3.6,Moreland City Council
Fitzroy North,2,u,399000,S,3068,6244,3.6,Moreland City Council
Fitzroy North,2,u,710000,S,3068,6244,3.6,Moreland City Council
Fitzroy North,4,h,1650000,VB,3068,6244,3.6,Moreland City Council
Fitzroy North,2,h,1360000,SP,3068,6244,3.6,Moreland City Council
Fitzroy North,2,u,987500,S,3068,6244,3.6,Moreland City Council
Fitzroy North,3,h,1710000,S,3068,6244,3.6,Moreland City Council
Fitzroy North,2,h,,S,3068,6244,3.6,Moreland City Council
Fitzroy North,2,u,753000,S,3068,6244,3.6,Moreland City Council
Flemington,3,h,1300000,VB,3031,3593,3.4,Melbourne City Council
Footscray,2,u,407500,PI,3011,7570,5.1,Maribyrnong City Council
Footscray,3,t,870000,PI,3011,7570,5.1,Maribyrnong City Council
Footscray,2,u,330000,S,3011,7570,5.1,Maribyrnong City Council
Footscray,2,u,315000,SP,3011,7570,5.1,Maribyrnong City Council
Footscray,2,h,831000,S,3011,7570,5.1,Maribyrnong City Council
Footscray,4,h,1225000,S,3011,7570,5.1,Maribyrnong City Council
Forest Hill,4,h,1200000,SP,3131,4385,15.4,Whitehorse City Council
Forest Hill,3,h,1200000,SP,3131,4385,15.4,Whitehorse City Council
Frankston,3,h,550000,PI,3199,17055,38,Frankston City Council
Frankston,4,h,615000,S,3199,17055,38,Frankston City Council
Frankston,2,u,615000,S,3199,17055,38,Frankston City Council
Frankston,3,h,642000,S,3199,17055,38,Frankston City Council
Frankston,3,h,599000,S,3199,17055,38,Frankston City Council
Frankston,3,h,670000,SA,3199,17055,38,Frankston City Council
Frankston,3,h,600000,S,3199,17055,38,Frankston City Council
Frankston,4,h,585000,PI,3199,17055,38,Frankston City Council
Frankston,4,h,795000,VB,3199,17055,38,Frankston City Council
Frankston North,3,h,500000,SP,3200,2500,36.9,Frankston City Council
Frankston North,4,h,519000,S,3200,2500,36.9,Frankston City Council
Frankston South,3,t,743500,S,3199,7566,38,Frankston City Council
Frankston South,4,h,,W,3199,7566,38,Frankston City Council
Frankston South,5,h,,PI,3199,7566,38,Frankston City Council
Frankston South,3,h,835000,S,3199,7566,38,Frankston City Council
Gardenvale,1,u,,S,3185,534,7.2,Glen Eira City Council
Gardenvale,1,u,300000,S,3185,534,7.2,Glen Eira City Council
Gladstone Park,3,h,721500,S,3043,3285,12.9,Hume City Council
Glen Huntly,2,u,670000,SP,3163,2403,10.1,Glen Eira City Council
Glen Huntly,2,u,545000,S,3163,2403,10.1,Glen Eira City Council
Glen Huntly,1,u,,S,3163,2403,10.1,Glen Eira City Council
Glen Huntly,3,t,920000,VB,3163,2403,10.1,Glen Eira City Council
Glen Iris,2,t,795000,S,3146,10412,7.3,Boroondara City Council
Glen Iris,2,u,,SP,3146,10412,7.3,Boroondara City Council
Glen Iris,4,h,2220000,PI,3146,10412,7.3,Boroondara City Council
Glen Iris,1,u,,W,3146,10412,7.3,Boroondara City Council
Glen Iris,3,h,1390000,S,3146,10412,7.3,Boroondara City Council
Glen Waverley,5,h,1130000,S,3150,15321,16.7,Monash City Council
Glen Waverley,4,h,1140000,PI,3150,15321,16.7,Monash City Council
Glen Waverley,6,h,1411000,S,3150,15321,16.7,Monash City Council
Glen Waverley,5,h,1350000,VB,3150,15321,16.7,Monash City Council
Glen Waverley,4,h,1170000,SP,3150,15321,16.7,Monash City Council
Glen Waverley,3,h,1600000,PI,3150,15321,16.7,Monash City Council
Glenroy,2,t,600000,SP,3046,8870,11.2,Moreland City Council
Glenroy,5,h,810000,SP,3046,8870,11.2,Moreland City Council
Glenroy,3,h,591000,S,3046,8870,11.2,Moreland City Council
Glenroy,2,t,1110000,S,3046,8870,11.2,Moreland City Council
Glenroy,2,u,518500,S,3046,8870,11.2,Moreland City Council
Glenroy,2,u,,S,3046,8870,11.2,Moreland City Council
Glenroy,3,h,685000,S,3046,8870,11.2,Moreland City Council
Glenroy,4,h,700000,VB,3046,8870,11.2,Moreland City Council
Glenroy,4,h,,W,3046,8870,11.2,Moreland City Council
Glenroy,2,t,570000,S,3046,8870,11.2,Moreland City Council
Glenroy,3,t,530000,SP,3046,8870,11.2,Moreland City Council
Glenroy,3,t,591000,SP,3046,8870,11.2,Moreland City Council
Glenroy,4,h,685000,S,3046,8870,11.2,Moreland City Council
Greensborough,2,h,,PI,3088,8524,16.1,Banyule City Council
Greensborough,4,h,1100000,PI,3088,8524,16.1,Banyule City Council
Greensborough,2,u,,PI,3088,8524,16.1,Banyule City Council
Greensborough,2,u,,PI,3088,8524,16.1,Banyule City Council
Greensborough,3,h,692500,S,3088,8524,16.1,Banyule City Council
Greensborough,4,h,920000,S,3088,8524,16.1,Banyule City Council
Greenvale,4,h,880000,PI,3059,4864,20.4,Hume City Council
Greenvale,6,h,,S,3059,4864,20.4,Hume City Council
Greenvale,4,h,685000,PI,3059,4864,20.4,Hume City Council
Greenvale,5,h,945000,S,3059,4864,20.4,Hume City Council
Hadfield,2,h,610000,S,3046,2606,11.2,Moreland City Council
Hallam,3,h,635000,SP,3803,3728,32.3,Casey City Council
Hampton,3,h,1100000,S,3188,5454,13.8,Bayside City Council
Hampton,3,t,1180000,S,3188,5454,13.8,Bayside City Council
Hampton,4,h,2160000,S,3188,5454,13.8,Bayside City Council
Hampton,4,h,3100000,S,3188,5454,13.8,Bayside City Council
Hampton,4,h,,PI,3188,5454,13.8,Bayside City Council
Hampton,3,t,1125000,S,3188,5454,13.8,Bayside City Council
Hampton East,4,t,1415000,S,3188,2356,13.8,Bayside City Council
Hampton East,5,h,,S,3188,2356,13.8,Bayside City Council
Hampton East,5,h,1700000,VB,3188,2356,13.8,Bayside City Council
Hampton East,3,h,1150000,VB,3188,2356,13.8,Bayside City Council
Hampton East,2,u,720000,S,3188,2356,13.8,Bayside City Council
Hampton East,4,t,1070000,VB,3188,2356,13.8,Bayside City Council
Hampton East,3,h,1175000,PI,3188,2356,13.8,Bayside City Council
Hampton East,3,h,1347000,SP,3188,2356,13.8,Bayside City Council
Hawthorn,2,u,611000,S,3122,11308,5.3,Boroondara City Council
Hawthorn,3,t,,PI,3122,11308,5.3,Boroondara City Council
Hawthorn,3,h,1290000,S,3122,11308,5.3,Boroondara City Council
Hawthorn,2,u,,VB,3122,11308,5.3,Boroondara City Council
Hawthorn,2,u,495000,S,3122,11308,5.3,Boroondara City Council
Hawthorn,3,h,1660000,S,3122,11308,5.3,Boroondara City Council
Hawthorn,2,u,721000,S,3122,11308,5.3,Boroondara City Council
Hawthorn,2,u,670000,S,3122,11308,5.3,Boroondara City Council
Hawthorn,2,u,,S,3122,11308,5.3,Boroondara City Council
Hawthorn,5,h,,SP,3122,11308,5.3,Boroondara City Council
Hawthorn,2,u,645000,S,3122,11308,5.3,Boroondara City Council
Hawthorn East,1,u,587000,S,3123,6482,6.2,Boroondara City Council
Hawthorn East,3,h,,VB,3123,6482,6.2,Boroondara City Council
Hawthorn East,3,h,1260000,S,3123,6482,6.2,Boroondara City Council
Hawthorn East,3,h,1510000,S,3123,6482,6.2,Boroondara City Council
Hawthorn East,3,h,2225000,PI,3123,6482,6.2,Boroondara City Council
Hawthorn East,6,h,2425000,S,3123,6482,6.2,Boroondara City Council
Heathmont,3,h,,SS,3135,3794,21.3,Maroondah City Council
Heidelberg,2,u,595000,S,3084,2890,8.9,Banyule City Council
Heidelberg West,3,u,630000,S,3081,2674,8.8,Banyule City Council
Heidelberg West,2,h,745000,S,3081,2674,8.8,Banyule City Council
Heidelberg West,3,h,,VB,3081,2674,8.8,Banyule City Council
Highett,3,t,1330000,S,3190,4794,16,Bayside City Council
Highett,2,u,420000,PI,3190,4794,16,Bayside City Council
Highett,3,h,,VB,3190,4794,16,Bayside City Council
Highett,2,t,960000,PI,3190,4794,16,Bayside City Council
Highett,3,t,,PI,3190,4794,16,Bayside City Council
Highett,3,t,787000,S,3190,4794,16,Bayside City Council
Highett,3,h,900000,S,3190,4794,16,Bayside City Council
Hillside,5,h,760000,PI,3037,5556,18,Brimbank City Council
Hillside,3,h,610000,PI,3037,5556,18,Brimbank City Council
Hillside,3,h,550250,S,3037,5556,18,Brimbank City Council
Hillside,4,h,811000,S,3037,5556,18,Brimbank City Council
Hoppers Crossing,3,h,620000,S,3029,13830,18.4,Wyndham City Council
Hoppers Crossing,4,h,807500,S,3029,13830,18.4,Wyndham City Council
Hoppers Crossing,4,h,670000,SP,3029,13830,18.4,Wyndham City Council
Hoppers Crossing,4,h,660000,PI,3029,13830,18.4,Wyndham City Council
Hoppers Crossing,3,h,570000,S,3029,13830,18.4,Wyndham City Council
Hoppers Crossing,3,h,570000,S,3029,13830,18.4,Wyndham City Council
Hoppers Crossing,3,h,593000,S,3029,13830,18.4,Wyndham City Council
Hoppers Crossing,3,h,780000,SP,3029,13830,18.4,Wyndham City Council
Hoppers Crossing,3,h,555000,S,3029,13830,18.4,Wyndham City Council
Hoppers Crossing,3,h,577000,S,3029,13830,18.4,Wyndham City Council
Hughesdale,2,h,,S,3166,3145,12.3,Monash City Council
Ivanhoe,3,u,766000,S,3079,5549,7.8,Banyule City Council
Ivanhoe,2,h,1160000,S,3079,5549,7.8,Banyule City Council
Ivanhoe,2,u,910000,S,3079,5549,7.8,Banyule City Council
Ivanhoe,3,h,,SN,3079,5549,7.8,Banyule City Council
Ivanhoe,3,u,1025000,S,3079,5549,7.8,Banyule City Council
Ivanhoe,4,h,2300000,VB,3079,5549,7.8,Banyule City Council
Ivanhoe,3,h,1200000,VB,3079,5549,7.8,Banyule City Council
Ivanhoe,2,u,490000,VB,3079,5549,7.8,Banyule City Council
Ivanhoe,3,h,1210000,VB,3079,5549,7.8,Banyule City Council
Ivanhoe East,4,h,1905000,S,3079,1554,7.8,Banyule City Council
Jacana,3,h,606000,S,3047,851,14,Hume City Council
Kealba,4,h,600000,S,3021,1202,14,Brimbank City Council
Keilor,3,t,775000,SP,3036,2339,14.5,Brimbank City Council
Keilor Downs,3,h,780000,S,3038,3656,15.5,Brimbank City Council
Keilor East,6,h,925000,VB,3033,5629,11.7,Brimbank City Council
Keilor East,3,h,1140000,S,3033,5629,11.7,Brimbank City Council
Keilor East,2,h,,W,3033,5629,11.7,Brimbank City Council
Keilor East,3,t,820000,PI,3033,5629,11.7,Brimbank City Council
Keilor East,3,h,850000,S,3033,5629,11.7,Brimbank City Council
Keilor East,3,h,900000,S,3033,5629,11.7,Brimbank City Council
Keilor East,3,t,900000,S,3033,5629,11.7,Brimbank City Council
Keilor East,4,h,740000,VB,3033,5629,11.7,Brimbank City Council
Keilor Park,3,h,721000,SP,3042,1119,10.4,Brimbank City Council
Kensington,2,u,453000,SP,3031,5263,3.4,Melbourne City Council
Kensington,3,h,1760000,S,3031,5263,3.4,Melbourne City Council
Kensington,4,t,1085000,S,3031,5263,3.4,Melbourne City Council
Kew,6,h,5200000,VB,3101,10331,5.4,Boroondara City Council
Kew,3,u,982500,S,3101,10331,5.4,Boroondara City Council
Kew,2,t,913600,SP,3101,10331,5.4,Boroondara City Council
Kew,3,t,,S,3101,10331,5.4,Boroondara City Council
Kew,5,h,3275000,S,3101,10331,5.4,Boroondara City Council
Kew,3,h,1705000,PI,3101,10331,5.4,Boroondara City Council
Kew,4,h,3923000,S,3101,10331,5.4,Boroondara City Council
Kew,3,h,,S,3101,10331,5.4,Boroondara City Council
Kew,2,u,685000,PI,3101,10331,5.4,Boroondara City Council
Kew East,3,h,,S,3102,2671,7.3,Boroondara City Council
Kew East,4,h,,VB,3102,2671,7.3,Boroondara City Council
Keysborough,4,h,970000,VB,3173,8459,25.2,Greater Dandenong City Council
Keysborough,2,t,,SS,3173,8459,25.2,Greater Dandenong City Council
Kilsyth,3,h,,S,3137,4654,26,Maroondah City Council
Kings Park,3,h,526000,S,3021,2878,14,Brimbank City Council
Kings Park,4,h,,S,3021,2878,14,Brimbank City Council
Kingsbury,3,h,850000,SA,3083,1414,12.1,Darebin City Council
Kingsbury,3,h,,S,3083,1414,12.1,Darebin City Council
Kingsville,2,h,857000,SP,3012,1808,6.4,Maribyrnong City Council
Lalor,4,h,810000,S,3075,8279,16.3,Whittlesea City Council
Lalor,3,h,695000,S,3075,8279,16.3,Whittlesea City Council
Lalor,3,h,721000,S,3075,8279,16.3,Whittlesea City Council
Lalor,4,h,676000,S,3075,8279,16.3,Whittlesea City Council
Lalor,2,u,,PI,3075,8279,16.3,Whittlesea City Council
Lalor,3,h,632000,S,3075,8279,16.3,Whittlesea City Council
Lower Plenty,3,t,547500,S,3093,1624,14.6,Banyule City Council
Lower Plenty,2,u,,SN,3093,1624,14.6,Banyule City Council
MacLeod,4,h,1250000,S,3085,4168,12.7,Banyule City Council
MacLeod,3,h,1285000,S,3085,4168,12.7,Banyule City Council
MacLeod,5,h,,VB,3085,4168,12.7,Banyule City Council
MacLeod,3,h,,S,3085,4168,12.7,Banyule City Council
MacLeod,4,h,,SN,3085,4168,12.7,Banyule City Council
Maidstone,3,t,800000,S,3012,3873,6.4,Maribyrnong City Council
Maidstone,3,h,955000,S,3012,3873,6.4,Maribyrnong City Council
Maidstone,2,t,521000,S,3012,3873,6.4,Maribyrnong City Council
Maidstone,3,h,940000,SP,3012,3873,6.4,Maribyrnong City Council
Maidstone,3,t,630000,PI,3012,3873,6.4,Maribyrnong City Council
Malvern,5,h,,S,3144,4675,5.9,Stonnington City Council
Malvern,2,u,,VB,3144,4675,5.9,Stonnington City Council
Malvern,5,h,6600000,S,3144,4675,5.9,Stonnington City Council
Malvern,3,h,,S,3144,4675,5.9,Stonnington City Council
Malvern,4,h,2800000,VB,3144,4675,5.9,Stonnington City Council
Malvern,4,h,2940000,S,3144,4675,5.9,Stonnington City Council
Malvern East,5,h,2400000,VB,3145,8801,8.4,Stonnington City Council
Malvern East,3,h,1710000,S,3145,8801,8.4,Stonnington City Council
Malvern East,3,h,,PI,3145,8801,8.4,Stonnington City Council
Malvern East,3,h,2180000,S,3145,8801,8.4,Stonnington City Council
Malvern East,4,h,1632500,S,3145,8801,8.4,Stonnington City Council
Malvern East,2,h,1052500,SP,3145,8801,8.4,Stonnington City Council
Malvern East,3,h,,S,3145,8801,8.4,Stonnington City Council
Malvern East,3,h,,S,3145,8801,8.4,Stonnington City Council
Malvern East,3,h,1620000,PI,3145,8801,8.4,Stonnington City Council
Malvern East,2,h,,S,3145,8801,8.4,Stonnington City Council
Maribyrnong,2,h,1650000,VB,3032,4918,4.3,Maribyrnong City Council
Maribyrnong,3,h,960000,VB,3032,4918,4.3,Maribyrnong City Council
Maribyrnong,3,h,700000,PI,3032,4918,4.3,Maribyrnong City Council
Maribyrnong,3,h,1190000,SP,3032,4918,4.3,Maribyrnong City Council
Maribyrnong,4,h,1770000,S,3032,4918,4.3,Maribyrnong City Council
McKinnon,3,t,1312000,S,3204,2397,11.4,Glen Eira City Council
McKinnon,3,h,,SP,3204,2397,11.4,Glen Eira City Council
Meadow Heights,4,h,530000,VB,3048,4704,17.4,Hume City Council
Meadow Heights,3,t,408000,S,3048,4704,17.4,Hume City Council
Melbourne,2,u,570000,S,3000,17496,0,Melbourne City Council
Melton South,2,u,280000,SP,3338,4718,29.8,Melton City Council
Melton South,4,h,420000,PI,3338,4718,29.8,Melton City Council
Melton West,4,h,,PI,3337,6065,31.7,Melton City Council
Melton West,4,h,382000,S,3337,6065,31.7,Melton City Council
Melton West,3,h,,SN,3337,6065,31.7,Melton City Council
Mentone,3,t,810000,PI,3194,6162,20,Kingston City Council
Mentone,2,u,654000,S,3194,6162,20,Kingston City Council
Mentone,4,h,2000000,VB,3194,6162,20,Kingston City Council
Mernda,4,h,610000,S,3754,5812,25.9,Whittlesea City Council
Mernda,3,h,525000,S,3754,5812,25.9,Whittlesea City Council
Mickleham,4,h,1225000,SP,3064,1158,20.6,Hume City Council
Middle Park,2,h,1515000,S,3206,2019,3,Port Phillip City Council
Mill Park,4,h,,PI,3082,10529,17.9,Whittlesea City Council
Mill Park,3,h,735000,S,3082,10529,17.9,Whittlesea City Council
Mill Park,3,h,553000,S,3082,10529,17.9,Whittlesea City Council
Mill Park,3,h,603000,S,3082,10529,17.9,Whittlesea City Council
Mill Park,4,h,671000,S,3082,10529,17.9,Whittlesea City Council
Mill Park,3,h,598000,S,3082,10529,17.9,Whittlesea City Council
Mill Park,4,h,660000,S,3082,10529,17.9,Whittlesea City Council
Mill Park,5,h,730000,S,3082,10529,17.9,Whittlesea City Council
Mill Park,3,h,712500,S,3082,10529,17.9,Whittlesea City Council
Mitcham,3,u,900000,S,3132,6871,17.2,Whitehorse City Council
